[2012-04-24 10:21:27,154] INFO com.deimos.controlrondas.netty.server.Server.main(Server.java:25) - Iniciamos la aplicacion
[2012-04-24 12:03:04,307] INFO com.deimos.controlrondas.parser.Parser_P5_GPS.parse(Parser_P5_GPS.java:46) - Mensaje EM_CARD recibido
[2012-04-24 12:03:04,505] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 99955511/00245397 a Kyros
[2012-04-24 12:04:53,353] INFO com.deimos.controlrondas.netty.server.MessageHandlerJWM.execute(MessageHandlerJWM.java:58) - El dispositivo ha pedido una sincronización de tiempo
[2012-04-24 12:04:53,353] INFO com.deimos.controlrondas.netty.server.MessageHandlerJWM.execute(MessageHandlerJWM.java:60) - La identificacion de la trama de sincronización es correcta
[2012-04-24 12:04:55,005] INFO com.deimos.controlrondas.netty.server.MessageHandlerJWM.execute(MessageHandlerJWM.java:39) - Nueva conexion del ID_Device: 987654
[2012-04-24 12:04:55,005] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:55,005] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100337
[2012-04-24 12:04:55,115] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:55,115] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:55,115] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100340
[2012-04-24 12:04:55,206] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:55,206] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:55,206] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100341
[2012-04-24 12:04:55,286] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:55,286] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:55,286] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100342
[2012-04-24 12:04:55,386] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:55,386] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:55,386] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100346
[2012-04-24 12:04:55,476] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:56,878] INFO com.deimos.controlrondas.netty.server.MessageHandlerJWM.execute(MessageHandlerJWM.java:39) - Nueva conexion del ID_Device: 987654
[2012-04-24 12:04:56,878] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:56,878] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100347
[2012-04-24 12:04:56,978] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:56,978] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:56,978] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100348
[2012-04-24 12:04:57,058] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:57,058] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:57,058] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100350
[2012-04-24 12:04:57,198] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:57,198] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:57,198] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100351
[2012-04-24 12:04:57,299] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:57,299] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:57,299] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100353
[2012-04-24 12:04:57,369] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:58,841] INFO com.deimos.controlrondas.netty.server.MessageHandlerJWM.execute(MessageHandlerJWM.java:39) - Nueva conexion del ID_Device: 987654
[2012-04-24 12:04:58,841] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:58,841] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100354
[2012-04-24 12:04:58,921] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
[2012-04-24 12:04:58,921] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.parse(Parser_LT_GPRS.java:31) - NORMAL_RECORD recibido
[2012-04-24 12:04:58,921] INFO com.deimos.controlrondas.parser.Parser_LT_GPRS.handleNormalRecord(Parser_LT_GPRS.java:81) - Button: 0000143f0e5b; Date: 240412; GMT-0: 100356
[2012-04-24 12:04:59,021] INFO com.deimos.controlrondas.kyros.KyrosConnection.sendFixedBeaconToKyros(KyrosConnection.java:99) - WS con 987654/0000143f0e5b a Kyros
